Source,Search Term,Job Title,Company Name,Location,Salary,Page
Glassdoor,data engineer,Data Engineer,CyberCoders ,"Palo Alto, CA",NA,n
Glassdoor,data engineer,Product Manager - Emerging Data Connectivity / Infotainment,TE Connectivity ,"Fremont, CA",$101k-$149k,n
Glassdoor,data engineer,Software Engineer,Flexware Innovation ,"Fishers, IN",$48k-$73k,n
Glassdoor,data engineer,Project Manager – Power Systems,H. O. Penn ,"Holtsville, NY",NA,n
Glassdoor,data engineer,"Sr. Backend Engineer, Data Systems",PresenceLearning ,"San Francisco, CA",$144k-$202k,n
Glassdoor,data engineer,Sr. Network Engineer/Team Lead,Charles Stark Draper Laboratory ,"Cambridge, MA",$106k-$163k,n
Glassdoor,data engineer,Material Handling Equipment Engineer,St. Onge Company ,"York, PA",$64k-$91k,n
Glassdoor,data engineer,Performance Improvement Change Agent,Quality Training Systems ,"Chicago, IL",NA,n
Glassdoor,data engineer,Marketing Special Projects Manager,Michigan Schools and Government Credit Union ,"Troy, MI",NA,n
Glassdoor,data engineer,Plant Engineer,The Bama Companies ,"Tulsa, OK",NA,n
Glassdoor,data engineer,Backend Software Engineer,SharpSpring ,United States,NA,n
Glassdoor,data engineer,Lab Technician,NOHMs Technologies Inc. ,"Rochester, NY",NA,n
Glassdoor,data engineer,"Data Visualization Engineer, Advanced Analytics",Autodesk ,"San Francisco, CA",$113k-$185k,n
Glassdoor,data engineer,Senior Unica Campaign Manager,Publishers Clearing House ,"Jericho, NY",$125k-$185k,n
Glassdoor,data engineer,Senior Data Security Analyst-Engineer,PayPal ,"Scottsdale, AZ",$69k-$111k,n
Glassdoor,data engineer,IT Data Analytics Engineer- Sr Cons I,Allstate Insurance ,"Tempe, AZ",NA,n
Glassdoor,data engineer,Informatica B2B DX Developer,Conduent ,"Secaucus, NJ",NA,n
Glassdoor,data engineer,System Engineer,ManTech ,"Hanover, MD",$71k-$107k,n
Glassdoor,data engineer,RSA Senior Sales Engineer - Identity,RSA Security ,"Minneapolis, MN",$97k-$145k,n
Glassdoor,data engineer,Software Engineer III,PDI Software ,"Round Rock, TX",NA,n
Glassdoor,data engineer,Product Manager,CareZone ,"San Francisco, CA",NA,n
Glassdoor,data engineer,DevOps Engineer,ManTech ,"San Antonio, TX",$78k-$100k,n
Glassdoor,data engineer,Application Framework Data Engineer (Next-Generation Security Platform),Palo Alto Networks ,"Santa Clara, CA",$147k-$172k,n
Glassdoor,data engineer,Marketing Analyst,Smile Direct Club ,"Nashville, TN",$50k-$81k,n
Glassdoor,data engineer,Quality Assurance Engineer,YKK AP America ,"Dublin, GA",NA,n
Glassdoor,data engineer,Onsite Account Manager,Fircroft ,United States,NA,n
Glassdoor,data engineer,"Account Executive, Digital Banking",Kony ,"Philadelphia, PA",NA,n
Glassdoor,data engineer,Data Scientist - Actimize division,NICE Actimize ,"Hoboken, NJ",$122k-$175k,n
Glassdoor,data engineer,Engineer in Training I-III - Treatment Design,Alan Plummer Associates ,"Fort Worth, TX",NA,n
Glassdoor,data engineer,Commercial Rep - Crude,Enlink Midstream ,"Dallas, TX",NA,n
Glassdoor,data engineer,CIRT Countermeasures Lead,ManTech ,"Herndon, VA",NA,n
Glassdoor,data engineer,Virtualization Engineer,Dimension Data ,"Ashburn, VA",NA,n
Glassdoor,data engineer,Software Vulnerability Researcher,ManTech ,"Vienna, VA",NA,n
Glassdoor,data engineer,Network Engineer,"AMEWAS, Inc. ","Patuxent River, MD",$66k-$97k,n
Glassdoor,data engineer,ATSV-Test Engineer-Cons I,Allstate Insurance ,"Irving, TX",NA,n
Glassdoor,data engineer,Environmental Permitting Manager,Enlink Midstream ,"Dallas, TX",NA,n
Glassdoor,data engineer,Engineer,Underwriters Laboratories ,"Research Triangle Park, NC",$53k-$79k,n
Glassdoor,data engineer,Packaging Engineer,TE Connectivity ,"Winston-Salem, NC",$56k-$78k,n
Glassdoor,data engineer,Data Engineer,LeadCrunch ,"San Diego, CA",$78k-$92k,n
Glassdoor,data engineer,National Technical Representative,MiTek Industries ,"Chesterfield, MO",NA,n
Glassdoor,data engineer,Senior Data Engineer,Fanatics ,"San Mateo, CA",$163k-$184k,n
Glassdoor,data engineer,Data Analytics Analyst,Collective Bias ,"Rogers, AR",$39k-$68k,n
Glassdoor,data engineer,Project Field Engineer,"Remedial Construction Services, L.P. ","Wayne, PA",$47k-$67k,n
Glassdoor,data engineer,Software Development Engineer (Back-end),Lacework ,"Mountain View, CA",$88k-$120k,n
Glassdoor,data engineer,Manufacturing Engineer - Sensitron,Sensitron Semiconductor ,"Hauppauge, NY",$44k-$104k,n
Glassdoor,data engineer,Logistics Clerk III,Umbra Cuscinetti Inc. ,"Everett, WA",NA,n
Glassdoor,data engineer,AngularJS/C# Developer,TaxSlayer ,"Augusta, GA",NA,n
Glassdoor,data engineer,Operations Lead,Umbra Cuscinetti Inc. ,"Everett, WA",$47k-$83k,n
Glassdoor,data engineer,Senior Software Engineer,VinSolutions ,"Mission, KS",$105k-$148k,n
Glassdoor,data engineer,Senior Mechanical Engineer,T.Y. Lin International ,"Rochester, NY",$87k-$115k,n
Glassdoor,data engineer,Data Engineer - Lead Level,USAA ,"San Antonio, TX",$107k-$121k,n
Glassdoor,data engineer,Associate Test Engineer,Relias Learning ,"Cary, NC",NA,n
Glassdoor,data engineer,Infrastructure Security Engineer,LiveRamp ,"San Francisco, CA",$166k-$219k,n
Glassdoor,data engineer,Master Scheduler,Umbra Cuscinetti Inc. ,"Everett, WA",NA,n
Glassdoor,data engineer,Software Engineer,FLIR ,"Goleta, CA",$70k-$109k,n
Glassdoor,data engineer,Operations Analyst,APMEX ,"Oklahoma City, OK",$41k-$64k,n
Glassdoor,data engineer,Business Intelligence Data Architect,Dechert ,"Philadelphia, PA",$116k-$164k,n
Glassdoor,data engineer,"Air Force - Federal Account Manager (Colorado, Boston or",Nutanix ,"Washington, DC",NA,n
Glassdoor,data engineer,CNO Hardware Engineer Assoc,ManTech ,"Chantilly, VA",$80k-$113k,n
Glassdoor,data engineer,Quality Engineer,Columbus McKinnon ,"Damascus, VA",NA,n
Glassdoor,data engineer,Senior Back End Engineer,PresenceLearning ,"San Francisco, CA",$144k-$202k,n
Glassdoor,data engineer,Software Engineer – iOS/Mobile,FreedomPay ,"Philadelphia, PA",$66k-$99k,n
Glassdoor,data engineer,Information Security Operations Director,University of California Office of the President ,"Oakland, CA",$64k-$107k,n
Glassdoor,data engineer,ATSV-Test Engineer-Sr Cons I,Allstate Insurance ,"Irving, TX",$61k-$71k,n
Glassdoor,data engineer,Computer Systems Analyst / Engineer,ManTech ,"Bethesda, MD",$63k-$93k,n
Glassdoor,data engineer,Water/Wastewater Engineer,Hull & Associates ,"Newark, OH",$56k-$75k,n
Glassdoor,data engineer,Ignition Developer,Flexware Innovation ,"Fishers, IN",NA,n
Glassdoor,data engineer,Computer Forensic Engineer,ManTech ,"Chantilly, VA",NA,n
Glassdoor,data engineer,Construction Estimator,Lia Construction ,"Morristown, NJ",NA,n
Glassdoor,data engineer,UNIX/LINUX NETWORK SECURITY ENGINEER,"Quotient, Inc. ","Fort Meade, MD",$64k-$98k,n
Glassdoor,data engineer,"Director, Technical Services, IT",Andeavor ,"San Antonio, TX",$102k-$143k,n
Glassdoor,data engineer,Sr WAN Engineer,Charles Schwab ,"Phoenix, AZ",NA,n
Glassdoor,data engineer,Data Scientist,Stonebridge ,"Tulsa, OK",$63k-$99k,n
Glassdoor,data engineer,All Source Intelligence Analyst,ManTech ,"Fort Meade, MD",NA,n
Glassdoor,data engineer,Blue Tactics Development MS&A Lead – Eng Sys Modeling Simulation 5,Northrop Grumman ,"Redondo Beach, CA",NA,n
Glassdoor,data engineer,Sr. Systems Administrator,Convergent ,"Renton, WA",$60k-$100k,n
Glassdoor,data engineer,Red Tactics Development MS&A Lead – Eng Sys Modeling Simulation 5,Northrop Grumman ,"Redondo Beach, CA",NA,n
Glassdoor,data engineer,Upper Stage Propulsion Engineer,ManTech ,"El Segundo, CA",NA,n
Glassdoor,data engineer,Digital Marketing Manager,Spredfast ,"Austin, TX",$61k-$90k,n
Glassdoor,data engineer,"Nashville, TN- SLED Account Manager",Nutanix ,"Nashville, TN",NA,n
Glassdoor,data engineer,Systems/Dev Ops Engineer,ManTech ,"Colorado Springs, CO",$52k-$77k,n
Glassdoor,data engineer,Senior Infrastructure Engineer,Alameda Alliance for Health ,"Alameda, CA",$115k-$168k,n
Glassdoor,data engineer,Program Specialist II- Project Lead,Beaverton School District ,"Beaverton, OR",NA,n
Glassdoor,data engineer,Sr. Packaging Engineer,Spectrum Brands ,"Lake Forest, CA",$76k-$102k,n
Glassdoor,data engineer,Cisco Unified Call Manager Technologist,ManTech ,"Saint Inigoes, MD",NA,n
Glassdoor,data engineer,Senior GPS Navigation Engineer,Charles Stark Draper Laboratory ,"Cambridge, MA",NA,n
Glassdoor,data engineer,Civil Engineer- Texas Sheppard Requirement,KIRA Incorporated ,"Sheppard AFB, TX",$48k-$68k,n
Glassdoor,data engineer,HRIS Leader,Great Lakes Cheese ,"Hiram, OH",NA,n
Glassdoor,data engineer,Training and Rehearsal Lead,ManTech ,"Vandenberg AFB, CA",NA,n
Glassdoor,data engineer,BigData,Reliable Software Resources ,United States,NA,n
Glassdoor,data engineer,VPIM Configuration Manager III,ManTech ,"Sterling, VA",$92k-$147k,n
Glassdoor,data engineer,"Staff Software Engineer, Data Platform",PayPal ,"San Jose, CA",$126k-$167k,n
Glassdoor,data engineer,Test Engineer - Sensitron,Sensitron Semiconductor ,"Hauppauge, NY",$61k-$73k,n
Glassdoor,data engineer,Head of Consumer Decision Science,Glassdoor ,"Seattle, WA",$94k-$134k,n
Glassdoor,data engineer,Blue Tactics Development MS&A Lead – Engineer Systems Modeling Simulation 4,Northrop Grumman ,"Redondo Beach, CA",NA,n
Glassdoor,data engineer,Install Support Technician II,Securus Technologies ,"Carrollton, TX",$47k-$71k,n
Glassdoor,data engineer,Senior Application Engineer,Panasonic North America ,"Farmington Hills, MI",$74k-$103k,n
Glassdoor,data engineer,STAFF MANUFACTURING ENGINEER,TE Connectivity ,"Winston-Salem, NC",$39k-$97k,n
Glassdoor,data engineer,Data Engineer,Comtech Global ,"Dublin, OH",NA,n
Glassdoor,data engineer,Sr. Engineer - Embedded Software,BISSELL ,"Grand Rapids, MI",$75k-$102k,n
Glassdoor,data engineer,Network Optimization Project Engineer,St. Onge Company ,"York, PA",NA,n
Glassdoor,data engineer,Sr. Systems Engineer,Thermo Fisher Scientific ,"Pittsburgh, PA",NA,n
Glassdoor,data engineer,"Director, IT Services / Lead Engineer",ManTech ,"Washington, DC",$105k-$133k,n
Glassdoor,data engineer,Sr. Network Engineer,Thermo Fisher Scientific ,"Carlsbad, CA",$96k-$138k,n
Glassdoor,data engineer,Ceramics Engineer,Advanced Airfoils Components ,"Tampa, FL",NA,n
Glassdoor,data engineer,Lead Data Services Developer,Tesoro Companies Inc. ,"San Antonio, TX",NA,n
Glassdoor,data engineer,VP of Eng for rapid growing startup,Contract Wrangler ,"San Francisco, CA",NA,n
Glassdoor,data engineer,Director Information Services,Ascension ,"Troy, MI",$64k-$102k,n
Glassdoor,data engineer,F-22 Software Quality Engineer,BOEING ,"Saint Louis, MO",$73k-$105k,n
Glassdoor,data engineer,Quality Assurance Specialist,Topco Associates ,"Elk Grove Village, IL",$39k-$63k,n
Glassdoor,data engineer,Advanced Weapons & Lethality Solutions Analysis Lead - Engineer Systems Modeling Simulation 5,Northrop Grumman ,"Redondo Beach, CA",NA,n
Glassdoor,data engineer,Product Manager for rapid growth B2B SaaS startup,Contract Wrangler ,"San Francisco, CA",NA,n
Glassdoor,data engineer,Senior Software Engineer,Vivid Seats ,"Chicago, IL",$81k-$117k,n
Glassdoor,data engineer,Software Engineer ll,Vivid Seats ,"Chicago, IL",NA,n
Glassdoor,data engineer,Controls Engineer,Andeavor ,"Mandan, ND",NA,n
Glassdoor,data engineer,Senior Engineer,UST Logistical Systems ,"Greenville, SC",$90k-$100k,n
Glassdoor,data engineer,Director of Cybersecurity Programs,National Radio Astronomy Observatory (NRAO) ,"Washington, DC",NA,n
Glassdoor,data engineer,Data Engineering Manager,CyberCoders ,"San Francisco, CA",NA,n
Glassdoor,data engineer,Cloud Technical Marketing Consultant,3Sharp ,"Redmond, WA",NA,n
Glassdoor,data engineer,"Director, Data Transformation",Knoll ,"East Greenville, PA",NA,n
Glassdoor,data engineer,DevOps Engineer,Riverbed Technologies ,"Bethesda, MD",$109k-$139k,n
Glassdoor,data engineer,Senior Software Engineer,ForeSee ,"Ann Arbor, MI",NA,n
Glassdoor,data engineer,Software Engineer II - Intermediate (Position Closes 4/3/18 at 11:59pm),Montana State Fund ,"Helena, MT",NA,n
Glassdoor,data engineer,DevOps Engineer,GlobalSCAPE ,"San Antonio, TX",$94k-$121k,n
Glassdoor,data engineer,Senior Software Engineer (AA-SrSWE),CollabraSpace ,"Annapolis Junction, MD",$127k-$190k,n
Glassdoor,data engineer,Performance Optimization Engineer,Collabera ,"Austin, TX",NA,n
Glassdoor,data engineer,Intern/GIS Analyst,GEI Consultants ,United States,NA,n
Glassdoor,data engineer,Engineering Model Maker,Ryko Solutions ,United States,NA,n
Glassdoor,data engineer,Meter Technician,Enlink Midstream ,"Plaquemine, LA",NA,n
Glassdoor,data engineer,SR MFG & PROCESS DVL ENGINEER,TE Connectivity ,"Winston-Salem, NC",$67k-$96k,n
Glassdoor,data engineer,Cloud Integrator - TS or TS/SCI Required,Phoenix Operations Group ,"Aberdeen Proving Ground, MD",NA,n
Glassdoor,data engineer,"Sr. BISO/Director, Security Engagements",Comcast ,"Philadelphia, PA",$108k-$182k,n
Glassdoor,data engineer,Senior Site Reliability Engineer,LogicMonitor ,"Austin, TX",$95k-$142k,n
Glassdoor,data engineer,787 Fleet Support Engineer,BOEING ,"Seal Beach, CA",$75k-$115k,n
Glassdoor,data engineer,Computer Network Defense Intrusion Analyst,ManTech ,"Dayton, OH",NA,n
Glassdoor,data engineer,Linux Administrator - TS or TS/SCI Required,Phoenix Operations Group ,"Aberdeen Proving Ground, MD",NA,n
Glassdoor,data engineer,Building Engineer (Mobile Building Engineer),CBRE ,"Charlotte, NC",NA,n
Glassdoor,data engineer,Software Engineer,Fanatics ,"San Mateo, CA",$99k-$140k,n
Glassdoor,data engineer,Marketing Technologist,Service Credit Union ,"Portsmouth, NH",NA,n
Glassdoor,data engineer,Quality Receiving Technician,The Spaceship Company ,"Mojave, CA",NA,n
Glassdoor,data engineer,Cyber Defense Engineer – IDS/IPS Specialist,ManTech ,"Herndon, VA",NA,n
Glassdoor,data engineer,Systems Engineer/Data Engineer - Senior Level,USAA ,"San Antonio, TX",NA,n
Glassdoor,data engineer,Tooling Configuration Analyst,Inline Plastics Corp ,"Milford, CT",NA,n
Glassdoor,data engineer,Materials & Physical Data Group Leader (R&D Manager 4),Los Alamos National Laboratory ,"Los Alamos, NM",NA,n
Glassdoor,data engineer,Geotechnical Engineer,Hull & Associates ,"Bedford, OH",$59k-$77k,n
Glassdoor,data engineer,Senior System Engineer (BLB-18-SWE3),CollabraSpace ,"Annapolis Junction, MD",$101k-$150k,n
Glassdoor,data engineer,Marketing Data Analyst,Kimball Midwest ,"Columbus, OH",$38k-$58k,n
Glassdoor,data engineer,Electric Engineering Tech 2,Coserv Electric ,United States,NA,n
Glassdoor,data engineer,Junior System Engineer (DF-18-SE0),CollabraSpace ,"Annapolis Junction, MD",$64k-$97k,n
Glassdoor,data engineer,Senior Process Engineer,Saint-Gobain Performance Plastics ,"San Diego, CA",NA,n
Glassdoor,data engineer,LiftOne - Engineered Solutions Sales Specialist,LiftOne ,"Greenville, SC",NA,n
Glassdoor,data engineer,Mid Software Engineer (PJMPR-18-SWE),CollabraSpace ,"Annapolis Junction, MD",$125k-$188k,n
Glassdoor,data engineer,Engineer - JavaScript,American Express ,"Palo Alto, CA",NA,n
Glassdoor,data engineer,Lead Data Integration Engineer,1100 Charlotte ,"Nashville, TN",NA,n
Glassdoor,data engineer,Senior Software Engineer (IB-18-SWE3),CollabraSpace ,"Annapolis Junction, MD",$127k-$190k,n
Glassdoor,data engineer,Infrastructure Strategy Data Engineer,Collabera ,"Menlo Park, CA",NA,n
Glassdoor,data engineer,STAFF R&D/PRODUCT DVL ENGINEER,TE Connectivity ,"Winston-Salem, NC",$53k-$73k,n
Glassdoor,data engineer,Data Engineer,Fanatics ,"San Mateo, CA",$121k-$140k,n
Glassdoor,data engineer,SR R&D/PRODUCT DVL ENGINEER,TE Connectivity ,"Harrisburg, PA",$72k-$99k,n
Glassdoor,data engineer,Quality Engineer,Trex Company ,"Winchester, VA",NA,n
Glassdoor,data engineer,Project Manager - Construction & Engineering,Andeavor ,"Saint Paul, MN",$86k-$119k,n
Glassdoor,data engineer,Contractor in AML/KYC On-boarding Remediation (Multiple levels),Sia Partners ,"New York, NY",NA,n
Glassdoor,data engineer,Staff R&D/Product Development Engineer,TE Connectivity ,"Winston-Salem, NC",$59k-$84k,n
Glassdoor,data engineer,System Engineer,CollabraSpace ,"Annapolis Junction, MD",$82k-$123k,n
Glassdoor,data engineer,System Architect / Software Architect,ManTech ,"Annapolis Junction, MD",$91k-$125k,n
Glassdoor,data engineer,OpEx Engineer,Trex Company ,"Winchester, VA",NA,n
Glassdoor,data engineer,Senior Process Engineer,Andeavor ,"Salt Lake City, UT",$105k-$142k,n
Glassdoor,data engineer,Director of Realty,Buffalo Thunder Resort & Casino ,"Pojoaque, NM",NA,n
Glassdoor,data engineer,Process Engineer,Trex Company ,"Winchester, VA",NA,n
Glassdoor,data engineer,Associate Process Engineer,Andeavor ,"Los Angeles, CA",$82k-$114k,n
Glassdoor,data engineer,Network Administrator,ManTech ,"Falls Church, VA",$70k-$104k,n
Glassdoor,data engineer,"Solution Architect, AWS or Azure Big Data and Analytics - Senior Principal",Clarity Insights ,United States,NA,n
Glassdoor,data engineer,Data Manager,BOEING ,"Bellevue, WA",$65k-$103k,n
Glassdoor,data engineer,Satellite Avionics Technician,Duncan Aviation ,"Teterboro, NJ",NA,n
Glassdoor,data engineer,Research Analyst - SQL SPSS,ManTech ,"Sterling, VA",$74k-$106k,n
Glassdoor,data engineer,Safety Coordinator,The Jel Sert Company ,"West Chicago, IL",NA,n
Glassdoor,data engineer,Database Systems Analyst,"Safety Insurance Group, Inc. ","Boston, MA",$61k-$83k,n
Glassdoor,data engineer,Sr. Technical Exploitation Analyst,ManTech ,"Bethesda, MD",NA,n
Glassdoor,data engineer,Sr Systems Analyst Integration (full-time),NorthBay Healthcare ,"Green Valley, Los Angeles, CA",NA,n
Glassdoor,data engineer,Customer Service Engineer,Conduent ,"Austin, TX",NA,n
Glassdoor,data engineer,Network Forensics Analyst,ManTech ,"Chantilly, VA",NA,n
Glassdoor,data engineer,Performance Improvement Manager-Logistics,Andeavor ,"San Antonio, TX",$76k-$131k,n
Glassdoor,data engineer,Civil Engineer I,Hull & Associates ,"Dublin, OH",$45k-$59k,n
Glassdoor,data engineer,Infrastructure Engineer,LogicMonitor ,"Santa Barbara, CA",$69k-$107k,n
Glassdoor,data engineer,Project Manager,ManTech ,"Washington, DC",$100k-$142k,n
Glassdoor,data engineer,Deputy Chief Operating Officer for Enterprise Operations,South Carolina Department of Health and Human Services ,"Columbia, SC",NA,n
Glassdoor,data engineer,"Test Engineer-Sharepoint, Selenium",Allstate Insurance ,"Dallas, TX",NA,n
Glassdoor,data engineer,Senior Coastal Engineer,Hull & Associates ,"Bedford, OH",NA,n
Glassdoor,data engineer,End-User Hardware Engineer(Duluth),AT&T ,"Columbia, MD",NA,n
Glassdoor,data engineer,Director of Sales,TE Connectivity ,"Winston-Salem, NC",NA,n
Glassdoor,data engineer,Sr. Strategic Account Sales Manager-Industrial Automation Laser Marker,Panasonic North America ,United States,NA,n
Glassdoor,data engineer,Electrical Engineer (R&D Engineer 1 / 2),Los Alamos National Laboratory ,"Los Alamos, NM",$80k-$111k,n
Glassdoor,data engineer,PRODUCT/TEST TECHNICIAN V,TE Connectivity ,"Winston-Salem, NC",$20-$31  per hour,n
Glassdoor,data engineer,Virtual Sales Engineer III,MarketStar ,"Ogden, UT",NA,n
Glassdoor,data engineer,Safety Engineer (Internship),"Waupaca Foundry, Inc. ","Tell City, IN",$47k-$71k,n
Glassdoor,data engineer,"Engineer II, Software Engineering",Conduent ,United States,NA,n
Glassdoor,data engineer,DevOps Engineer,Novetta ,"Southern Pines, NC",$79k-$102k,n
Glassdoor,data engineer,Manufactruing Engineer - Avionics and Electrical Systesms,ManTech ,"El Segundo, CA",NA,n
Glassdoor,data engineer,Data Architect,Job Juncture ,"Miami, FL",NA,n
Glassdoor,data engineer,"Stores Clerk, Maintenance",ARYZTA ,"Los Angeles, CA",NA,n
Glassdoor,data engineer,Operational Test Engineer,Booz Allen Hamilton Inc. ,"Norfolk, VA",$78k-$93k,n
Glassdoor,data engineer,Software Engineer,Novetta ,"Arlington, VA",$81k-$119k,n
Glassdoor,data engineer,Principal - Business Consulting,Infosys ,United States,NA,n
Glassdoor,data engineer,Senior Network Engineer,Hancock and Whitney Bank ,"New Orleans, LA",$63k-$92k,n
Glassdoor,data engineer,Product Manager,TheHomeMag ,"Cape Coral, FL",NA,n
Glassdoor,data engineer,Reliability Technician,Michelin North America ,"Greenville, SC",NA,n
Glassdoor,data engineer,Lab Analyst,Chevron Phillips Chemical ,"Baytown, TX",NA,n
Glassdoor,data engineer,Full Stack Rails Engineer,ProctorU ,"Hoover, AL",NA,n
Glassdoor,data engineer,Manufacturing Engineer,Job Juncture ,"Mason City, IA",NA,n
Glassdoor,data engineer,Entry Level Desktop Support,The Linde Group ,"San Francisco, CA",$47k-$72k,n
Glassdoor,data engineer,Engagement Manager,"Wi-Tronix, LLC ","Bolingbrook, IL",$93k-$134k,n
Glassdoor,data engineer,Product Engineer,Job Juncture ,"Ohio City, OH",NA,n
Glassdoor,data engineer,Senior Technical Solution Engineer,Reputation.com ,"Redwood City, CA",NA,n
Glassdoor,data engineer,Senior Data Engineer,ISACA ,"Chicago, IL",$127k-$143k,n
Glassdoor,data engineer,Service Manager,Kurt J. Lesker Company ,"Jefferson Hills, PA",$35k-$55k,n
Glassdoor,data engineer,Data Architect,AutoGravity Corporation ,"Irvine, CA",$140k-$197k,n
Glassdoor,data engineer,Automation Engineer,Job Juncture ,"Madison, WI",NA,n
Glassdoor,data engineer,Site Reliability Engineer,Renaissance Learning ,"Wisconsin Rapids, WI",NA,n
Glassdoor,data engineer,"Data Engineer, MTS 1",Fanatics ,"San Mateo, CA",$116k-$132k,n
Glassdoor,data engineer,Project Surveyor,Barge Waggoner Sumner and Cannon ,"Dayton, OH",NA,n
Glassdoor,data engineer,Senior Manager System Performance,U.S. Cellular ,"Knoxville, TN",NA,n
Glassdoor,data engineer,IT Strategic Sourcing Manager,Cummins ,"Columbus, IN",$92k-$133k,n
Glassdoor,data engineer,Senior Estimator,FABCON ,"Savage, MN",NA,n
Glassdoor,data engineer,"Dir 1, SMB Direct Sales (outside sales)",Comcast ,"Schaumburg, IL",NA,n
Glassdoor,data engineer,Hydrogeologist I,Hull & Associates ,"Bedford, OH",NA,n
Glassdoor,data engineer,Senior Military Operations Analyst - Task Lead,Summit Technical Solutions ,"Fort Bliss, TX",$45k-$71k,n
Glassdoor,data engineer,Shipping & Receiving Specialist,Thermo Fisher Scientific ,"Oakwood Village, OH",NA,n
Glassdoor,data engineer,Senior Military Operations Analyst - Airspace Command and Control (AC2),Summit Technical Solutions ,"Fort Bliss, TX",$49k-$76k,n
Glassdoor,data engineer,Technician,Spectrum Brands ,"Middleton, WI",$11-$19  per hour,n
Glassdoor,data engineer,Automation Engineer,Trex Company ,"Winchester, VA",NA,n
Glassdoor,data engineer,IBM Cloud Networking Software Developer,IBM ,"Austin, TX",NA,n
Glassdoor,data engineer,Sr. Demand Planner,Spectrum Brands ,"Lake Forest, CA",$68k-$95k,n
Glassdoor,data engineer,Software Engineer (C2BMC),BOEING ,"Colorado Springs, CO",$68k-$98k,n
Glassdoor,data engineer,Software Engineer - Data Analytics,BOEING ,"Saint Louis, MO",NA,n
Glassdoor,data engineer,"Buyer, Supply Planner",Spectrum Brands ,"Saint Louis, MO",NA,n
Glassdoor,data engineer,Quality Engineer,Den-Mat Holdings LLC ,"Lompoc, CA",NA,n
Glassdoor,data engineer,Data Warehouse Engineer,Paramount Residential Mortgage Group ,"Corona, CA",$59k-$101k,n
Glassdoor,data engineer,Sr. IT Business Partner,Sargento ,"Plymouth, WI",NA,n
Glassdoor,data engineer,Technology Principal,Sargento ,"Plymouth, WI",NA,n
Glassdoor,data engineer,Sr. Staff Engineer,Thermo Fisher Scientific ,"South San Francisco, CA",$118k-$157k,n
Glassdoor,data engineer,Business Intelligence/Cognos Developer,ManTech ,"Chantilly, VA",$86k-$138k,n
Glassdoor,data engineer,Senior Process Engineer,Intrexon ,"South San Francisco, CA",$82k-$111k,n
Glassdoor,data engineer,IT Support Technician,TRANZACT ,"Charlotte, NC",$38k-$64k,n
Glassdoor,data engineer,Junior System Engineer,CollabraSpace ,"Annapolis Junction, MD",$64k-$97k,n
Glassdoor,data engineer,Summer 2018 Engineering Interns,Alan Plummer Associates ,United States,NA,n
Glassdoor,data engineer,Hydrogeology Engineer or Scientist,SCS Engineers ,"Boca Raton, FL",NA,n
Glassdoor,data engineer,Archer Consultant,ManTech ,"Arlington, VA",NA,n
Glassdoor,data engineer,Mid-System Engineer,CollabraSpace ,"Annapolis Junction, MD",$82k-$123k,n
Glassdoor,data engineer,Sr. Software Engineer - Platform,Nexon America ,"Irvine, CA",$85k-$125k,n
Glassdoor,data engineer,Quality Technician,Shockwave Medical ,"Fremont, CA",NA,n
Glassdoor,data engineer,Data and Analytics Architect - BHJOB13738_45383 GD,Fast Switch ,"Cambridge, MA",NA,n
Glassdoor,data engineer,Junior Software Engineer,CollabraSpace ,"Annapolis Junction, MD",$92k-$135k,n
Glassdoor,data engineer,Roofing Products Engineer,Underwriters Laboratories ,"Northbrook, IL",$59k-$82k,n
Glassdoor,data engineer,Methanol Trader-Marketer,Manhattan Resources ,United States,NA,n
Glassdoor,data engineer,Premier Support Engineer (New York),Hortonworks ,"New York, NY",$89k-$135k,n
Glassdoor,data engineer,Director of User Experience Research,Glassdoor ,"Mill Valley, CA",$132k-$192k,n
Glassdoor,data engineer,Project Engineer - Fire Suppression,Underwriters Laboratories ,"Northbrook, IL",$60k-$80k,n
Glassdoor,data engineer,Senior Software Engineer,CollabraSpace ,"Annapolis Junction, MD",$125k-$178k,n
Glassdoor,data engineer,"Manager, Customer Success (Technical Services)",Glassdoor ,"Mill Valley, CA",$107k-$158k,n
Glassdoor,data engineer,Sr Software Engineer - Cloud Data Plane,Netskope ,"Los Altos, CA",$110k-$158k,n
Glassdoor,data engineer,Mid-Software Engineer,CollabraSpace ,"Annapolis Junction, MD",$123k-$178k,n
Glassdoor,data engineer,Quality Engineer,SM&A ,"Texarkana, TX",NA,n
Glassdoor,data engineer,Senior Field Engineer,Bechtel ,"Waynesboro, GA",NA,n
Glassdoor,data engineer,Nuclear Weapons Security Advanced Engineering Technician,General Dynamics Mission Systems ,"Silverdale, WA",$46k-$62k,n
Glassdoor,data engineer,SOFTWARE DEVELOPER,Cornerstone Information Systems ,"Bloomington, IN",$54k-$87k,n
Glassdoor,data engineer,Process Engineer - Plastics Polymers,Job Juncture ,"Chicago, IL",NA,n
Glassdoor,data engineer,Control Systems Engineer,Bechtel ,"Pueblo, CO",NA,n
Glassdoor,data engineer,Principal Software Engineer,CollabraSpace ,"Annapolis Junction, MD",$161k-$230k,n
Glassdoor,data engineer,Software Project Manager,Red Clay Consulting ,"Atlanta, GA",$57k-$84k,n
