"Line","","1947","1947","1947","1947","1948","1948","1948","1948","1949","1949","1949","1949","1950","1950","1950","1950","1951","1951","1951","1951","1952","1952","1952","1952","1953","1953","1953","1953","1954","1954","1954","1954","1955","1955","1955","1955","1956","1956","1956","1956","1957","1957","1957","1957","1958","1958","1958","1958","1959","1959","1959","1959","1960","1960","1960","1960","1961","1961","1961","1961","1962","1962","1962","1962","1963","1963","1963","1963","1964","1964","1964","1964","1965","1965","1965","1965","1966","1966","1966","1966","1967","1967","1967","1967","1968","1968","1968","1968","1969","1969","1969","1969","1970","1970","1970","1970","1971","1971","1971","1971","1972","1972","1972","1972","1973","1973","1973","1973","1974","1974","1974","1974","1975","1975","1975","1975","1976","1976","1976","1976","1977","1977","1977","1977","1978","1978","1978","1978","1979","1979","1979","1979","1980","1980","1980","1980","1981","1981","1981","1981","1982","1982","1982","1982","1983","1983","1983","1983","1984","1984","1984","1984","1985","1985","1985","1985","1986","1986","1986","1986","1987","1987","1987","1987","1988","1988","1988","1988","1989","1989","1989","1989","1990","1990","1990","1990","1991","1991","1991","1991","1992","1992","1992","1992","1993","1993","1993","1993","1994","1994","1994","1994","1995","1995","1995","1995","1996","1996","1996","1996","1997","1997","1997","1997","1998","1998","1998","1998","1999","1999","1999","1999","2000","2000","2000","2000","2001","2001","2001","2001","2002","2002","2002","2002","2003","2003","2003","2003","2004","2004","2004","2004","2005","2005","2005","2005","2006","2006","2006","2006","2007","2007","2007","2007","2008","2008","2008","2008","2009","2009","2009","2009","2010","2010","2010","2010","2011","2011","2011","2011","2012","2012","2012","2012","2013","2013","2013","2013","2014","2014","2014","2014","2015","2015","2015","2015","2016","2016","2016","2016","2017","2017","2017","2017"
"Line","","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4"
"10","            Structures","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",497.6,492.4,492.2,497.3,507.8,529.0,547.6,549.5,534.0,536.9,541.2,489.4,463.4,438.0,417.3,411.4,408.5,419.3,417.5,418.0,409.3,411.6,417.9,417.7,423.1,420.9,418.6,422.3,437.8,450.9,458.9,458.4,474.8,500.6,524.0,536.8,539.0,547.7,543.7,530.3,490.5,453.3,422.6,386.5,359.7,369.8,364.4,371.2,343.0,366.7,388.2,400.9,419.5,429.9,425.5,417.5,412.0,422.3,439.3,441.6,463.5,477.0,474.9,480.5,477.9,483.3,463.8,436.7,439.1,439.7,454.6,452.1,468.0,476.0,467.4,470.3
"11","            Equipment","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",635.4,658.0,680.3,675.9,706.4,732.5,735.1,733.7,728.1,697.8,679.7,677.0,665.5,657.9,659.4,649.2,649.5,671.3,691.0,704.3,692.8,719.9,744.6,767.4,774.2,791.0,817.9,823.4,866.5,869.6,871.9,875.2,886.1,896.2,900.9,910.0,899.4,876.6,831.6,736.8,653.9,631.6,639.9,651.9,697.7,735.2,766.2,787.8,810.6,819.3,871.0,890.8,924.4,944.0,936.0,952.6,972.7,979.6,966.6,1010.5,1012.6,1039.1,1085.8,1052.3,1073.2,1075.3,1101.3,1088.3,1050.7,1049.0,1043.4,1048.0,1059.4,1082.0,1110.1,1141.4
"12","            Intellectual property products","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",371.3,385.3,400.3,407.6,419.4,425.3,427.5,432.0,435.1,430.2,426.6,420.1,419.8,425.8,430.1,427.9,433.0,436.6,446.2,452.9,454.7,457.8,468.6,478.4,487.0,495.0,499.9,498.0,503.8,511.0,522.9,532.1,537.0,538.9,541.1,552.4,561.2,563.3,558.2,552.5,543.6,549.4,550.9,559.8,557.6,554.7,563.0,570.0,571.9,576.3,583.5,593.3,596.1,601.7,603.7,613.8,625.2,620.1,625.5,627.2,637.9,645.8,657.8,670.9,666.1,674.1,678.9,692.2,702.8,721.5,729.0,728.3,738.6,745.3,754.8,759.4
"13","        Residential","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",623.0,632.7,637.4,642.1,645.3,641.9,632.0,632.6,635.3,645.2,649.2,645.0,666.2,682.7,684.7,697.1,709.8,721.0,762.3,785.0,794.2,819.5,825.3,836.7,856.4,872.3,881.9,879.9,871.7,827.8,781.6,745.2,711.2,682.7,639.2,586.1,540.0,516.3,490.9,443.6,401.0,377.0,395.4,395.7,383.0,403.5,368.1,375.1,374.4,379.3,386.8,397.6,422.5,426.3,437.3,459.8,475.9,489.5,496.8,491.1,487.6,503.0,508.5,521.8,536.1,551.1,565.2,575.3,593.7,586.5,579.8,589.8,605.5,594.1,587.0,605.3
"14","    Change in private inventories",5.5,-3.8,-14.9,-2.5,12.4,23.7,27.7,21.4,-2.2,-19.3,-4.2,-19.3,8.1,11.8,15.5,49.6,30.8,44.8,29.5,12.7,15.9,-3.9,17.6,17.7,14.3,14.0,8.5,-7.3,-6.5,-10.4,-8.3,-3.1,12.4,18.3,16.7,23.0,19.4,13.5,10.4,9.2,5.0,7.2,10.5,-9.8,-12.3,-10.7,5.4,14.2,11.5,29.2,3.5,17.1,42.8,12.2,17.3,-20.1,-9.2,7.9,26.2,21.8,34.4,21.6,25.4,15.1,29.6,19.5,23.2,16.9,18.1,17.3,20.8,19.9,45.5,32.8,36.9,29.7,52.0,50.0,44.5,61.2,57.3,25.2,33.9,33.0,30.1,52.8,28.8,23.9,40.1,33.5,38.7,21.0,3.8,17.8,17.9,-14.9,42.1,35.8,34.1,-2.0,12.3,40.3,43.1,17.3,28.4,55.5,26.5,61.4,29.9,39.3,12.6,46.3,-18.7,-32.7,-5.2,0.3,34.6,52.0,47.0,17.2,29.3,43.7,76.6,40.3,48.2,47.2,48.1,57.2,43.3,49.0,18.0,13.0,14.3,12.2,-52.9,-15.0,61.1,15.3,63.1,32.1,-30.1,-5.9,6.6,-57.5,-53.5,-8.4,-2.9,30.4,96.9,91.1,95.1,59.9,18.5,27.1,22.8,41.9,37.2,18.1,-10.4,-8.8,40.1,22.5,-1.9,84.5,18.6,25.8,21.4,29.5,58.2,44.6,12.3,17.9,16.4,41.1,26.9,-12.6,-20.0,-23.7,1.0,34.8,2.6,25.3,23.2,26.6,46.0,31.0,2.1,17.3,54.7,98.7,61.6,86.6,72.4,41.3,9.4,15.1,2.0,29.6,65.5,38.2,51.4,112.9,80.9,94.0,127.9,49.6,67.4,71.1,97.5,45.3,51.5,107.5,23.6,108.7,68.7,63.9,-37.9,-12.8,-36.9,-97.4,-3.8,26.5,32.4,35.1,36.3,-0.2,7.6,46.6,56.4,81.9,71.1,76.2,111.3,33.0,18.2,94.8,78.6,84.4,81.9,41.4,19.6,49.4,50.2,23.0,-20.2,-26.4,-20.7,-67.4,-144.5,-190.1,-206.1,-49.6,9.8,48.8,116.2,58.1,25.1,57.5,-13.0,80.8,56.0,76.6,70.6,15.5,49.6,52.6,109.0,103.6,38.7,69.9,85.6,76.9,132.2,105.6,96.2,68.2,40.6,12.2,17.6,63.1,1.2,5.5,38.5,8.0
"15","Net exports of goods and services","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",-340.4,-371.1,-393.9,-402.9,-449.0,-464.9,-493.5,-503.8,-494.0,-483.8,-508.7,-521.8,-546.0,-567.7,-585.1,-638.4,-620.3,-649.7,-642.1,-655.4,-676.1,-740.0,-753.0,-769.9,-774.1,-773.5,-777.7,-803.9,-799.0,-799.1,-819.7,-759.3,-771.0,-753.7,-703.2,-622.6,-623.7,-550.4,-526.9,-530.3,-451.3,-366.3,-383.6,-380.4,-408.8,-469.7,-498.4,-458.1,-466.2,-455.2,-454.3,-461.7,-462.7,-452.7,-446.8,-426.0,-414.4,-421.1,-416.1,-368.1,-411.0,-426.2,-416.7,-456.9,-524.1,-526.2,-559.3,-571.5,-584.2,-572.4,-557.3,-631.1,-622.2,-613.6,-597.5,-652.2
"16","    Exports",91.0,89.8,85.3,75.6,72.2,65.4,67.0,64.6,72.3,71.7,65.7,56.9,56.0,56.6,58.1,62.8,66.0,72.4,74.2,73.5,77.4,68.9,63.5,63.9,62.8,63.2,65.8,63.6,60.7,69.5,67.2,70.3,73.0,71.2,75.9,76.3,79.9,85.3,88.1,92.1,98.1,95.2,92.5,89.7,80.8,81.2,81.5,81.2,86.6,89.5,92.3,89.8,101.1,107.5,104.8,106.9,106.2,104.7,104.2,107.4,107.1,117.4,110.8,108.4,111.0,124.0,117.3,123.2,130.8,133.0,131.9,135.9,121.2,144.0,135.7,145.5,143.0,149.2,143.6,148.3,151.2,149.8,146.2,150.4,154.7,157.8,167.1,165.0,145.2,177.8,173.6,179.5,180.9,188.9,188.3,190.1,190.8,190.4,198.3,181.7,201.4,195.5,207.4,216.1,232.0,243.2,244.0,256.0,259.2,271.8,257.2,263.9,265.8,258.0,253.7,268.0,266.2,268.9,276.7,279.5,275.0,282.4,284.6,275.5,281.9,311.3,314.7,327.2,327.5,328.4,340.2,361.6,371.7,378.7,377.9,375.6,382.7,384.8,376.6,378.4,362.0,364.1,348.0,332.1,337.4,338.4,343.5,350.5,357.8,366.7,374.8,382.4,383.4,382.5,377.0,388.3,400.5,404.8,414.1,429.5,429.8,447.5,466.9,484.3,511.2,525.5,535.9,552.2,568.7,593.6,599.7,608.7,635.2,643.1,648.0,653.7,657.7,681.6,697.8,713.5,726.4,726.7,742.1,745.9,747.6,756.5,754.5,778.9,786.5,813.1,843.5,863.0,879.6,891.9,930.5,943.8,955.2,970.7,978.6,1039.6,1059.4,1101.7,1127.2,1125.7,1130.9,1118.5,1113.3,1154.5,1126.4,1137.9,1171.3,1200.9,1219.2,1254.7,1285.5,1274.3,1254.5,1213.0,1154.1,1118.0,1140.9,1172.1,1180.5,1164.5,1157.6,1156.2,1187.0,1239.2,1276.6,1293.1,1300.6,1332.1,1352.6,1377.6,1379.2,1418.1,1471.0,1498.5,1495.5,1562.1,1587.7,1615.7,1665.6,1716.7,1737.9,1790.0,1766.1,1669.2,1535.3,1539.4,1593.3,1682.9,1708.2,1748.1,1797.5,1852.6,1862.3,1890.7,1910.6,1929.7,1942.6,1964.4,1974.1,1971.7,1991.1,2015.5,2031.0,2088.6,2075.8,2121.8,2125.1,2150.8,2126.4,2145.8,2124.1,2111.9,2098.1,2112.5,2145.3,2124.4,2162.3,2181.1,2192.4,2230.5
"17","        Goods","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",793.8,805.1,826.0,852.6,869.3,895.5,928.4,915.7,902.1,866.1,818.4,800.3,798.9,826.9,832.3,813.1,815.4,815.5,832.7,869.0,886.0,899.3,907.8,924.8,942.5,971.7,970.2,997.8,1041.9,1056.9,1058.3,1091.0,1105.6,1122.8,1155.8,1181.7,1211.8,1249.0,1241.2,1144.1,1027.6,1020.8,1070.9,1141.2,1173.7,1204.1,1229.9,1265.4,1274.0,1289.5,1300.5,1326.2,1332.2,1347.6,1355.0,1341.9,1350.5,1372.3,1384.2,1435.7,1413.5,1450.0,1457.9,1474.2,1441.6,1460.6,1442.2,1428.2,1429.2,1439.1,1467.2,1454.5,1492.3,1500.4,1507.3,1550.7
"18","        Services","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",331.7,331.7,344.2,346.8,348.3,357.6,354.9,356.7,350.4,345.3,334.4,316.1,341.1,344.0,347.0,350.6,341.1,339.6,353.4,369.3,390.1,393.1,391.9,406.6,409.3,404.8,407.9,419.2,427.8,440.4,435.8,470.1,481.2,492.0,508.9,534.4,525.0,539.8,523.4,524.9,507.6,518.7,522.5,541.7,534.2,543.6,567.2,587.0,588.0,601.2,610.3,603.0,610.1,616.4,618.6,629.9,640.7,643.1,646.6,652.6,662.0,671.6,667.1,676.5,684.1,684.9,681.3,682.6,668.8,673.3,678.5,670.6,672.2,682.3,686.6,683.4
"19","    Imports",54.7,55.7,49.4,52.1,58.8,61.1,64.3,63.2,61.3,60.4,58.0,58.8,60.5,63.8,78.8,78.9,78.9,76.3,69.8,68.0,75.9,75.5,80.1,87.3,85.2,89.6,89.2,84.9,80.0,87.1,81.9,82.7,87.5,92.5,94.1,97.5,101.6,101.0,101.9,97.2,105.0,105.8,103.8,104.1,105.7,110.2,108.5,114.2,117.1,122.8,124.0,120.8,125.4,126.3,122.6,116.8,116.3,117.7,125.5,128.4,132.4,135.2,137.0,138.6,135.4,138.6,142.1,141.7,141.5,144.7,148.6,152.6,147.1,164.5,165.2,173.2,177.7,182.1,192.3,194.5,197.5,196.0,198.5,209.0,221.3,224.7,238.2,236.2,213.9,256.1,252.8,250.0,249.2,254.1,253.5,257.5,254.4,273.6,279.7,260.7,298.8,288.2,294.2,307.5,321.7,312.4,303.8,306.0,295.7,311.3,305.9,302.8,272.4,250.6,271.5,286.0,303.9,317.1,330.0,340.9,357.1,360.3,355.3,360.4,384.5,385.8,390.8,396.2,395.1,397.2,391.1,399.7,400.0,371.0,344.3,362.8,378.3,378.9,374.6,385.3,374.3,368.2,385.3,370.2,378.6,407.7,439.5,461.1,498.1,519.0,532.4,548.0,535.9,562.3,556.8,578.7,578.1,602.7,619.4,624.2,620.5,636.0,648.3,663.2,660.1,652.5,667.9,688.3,691.5,694.8,693.8,706.4,728.8,727.6,724.6,705.2,697.1,709.5,729.5,745.6,751.0,763.4,775.4,794.0,811.2,827.9,838.8,872.5,892.9,926.1,952.2,979.0,1000.4,1009.9,1013.4,1026.4,1059.7,1083.4,1118.6,1140.6,1189.3,1229.3,1274.6,1302.1,1351.0,1381.9,1400.5,1445.7,1466.9,1509.0,1565.2,1603.8,1668.1,1719.6,1779.0,1778.1,1748.5,1696.8,1662.8,1639.8,1686.9,1739.8,1765.6,1802.9,1777.9,1805.9,1829.1,1894.6,1952.7,2033.0,2053.6,2102.0,2126.8,2151.2,2156.9,2222.0,2269.9,2297.6,2315.2,2321.4,2358.7,2369.4,2368.7,2339.3,2361.6,2340.4,2293.0,2199.5,1986.7,1905.7,1977.0,2063.4,2116.9,2217.8,2296.0,2310.7,2328.5,2345.9,2364.9,2391.3,2405.3,2417.0,2420.9,2397.8,2405.5,2436.6,2447.1,2456.6,2486.8,2548.0,2541.8,2607.7,2650.5,2672.0,2683.4,2683.5,2682.3,2684.9,2702.6,2755.5,2784.5,2794.8,2790.0,2882.7
"20","        Goods","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",1222.5,1265.0,1314.2,1346.1,1399.3,1439.4,1488.8,1494.2,1467.1,1410.5,1383.7,1372.4,1398.1,1457.6,1483.8,1504.9,1487.6,1526.8,1530.7,1587.0,1631.0,1698.2,1722.4,1765.0,1787.5,1805.8,1810.0,1868.3,1900.1,1924.6,1944.9,1931.9,1965.1,1970.7,1968.4,1939.3,1950.1,1932.4,1883.8,1785.1,1594.1,1515.6,1585.1,1666.4,1719.4,1814.2,1880.4,1893.0,1917.7,1921.3,1931.8,1957.8,1969.9,1978.1,1981.2,1959.4,1968.0,1996.1,2004.7,2012.8,2041.3,2095.2,2089.6,2146.1,2187.3,2203.8,2207.7,2205.8,2203.2,2204.6,2211.4,2260.7,2286.7,2294.3,2292.9,2384.0
"21","        Services","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",241.1,240.3,247.0,253.4,264.5,276.0,286.0,279.1,276.8,282.7,275.5,263.5,285.0,278.1,277.5,293.8,286.2,275.0,294.0,303.1,317.1,330.1,326.4,332.1,334.2,340.3,341.7,348.2,364.7,367.7,364.7,384.8,388.7,394.0,395.7,395.6,407.8,404.2,406.8,414.2,392.6,390.0,391.9,396.9,397.2,402.7,414.6,416.6,408.7,423.5,432.4,432.4,434.1,437.9,438.6,437.7,436.5,439.3,441.2,442.6,443.9,450.9,450.3,459.7,461.3,466.3,473.7,475.7,477.0,478.2,488.6,492.4,495.5,498.2,494.8,497.1
"22","Government consumption expenditures and gross investment",478.7,482.8,485.9,482.5,488.6,505.0,515.0,533.8,548.6,572.5,577.6,565.8,557.1,566.6,557.3,597.2,660.9,748.8,830.9,874.8,900.5,930.7,940.0,955.6,985.5,1005.9,995.2,992.4,967.3,934.3,914.3,908.6,909.2,900.5,906.1,888.3,888.1,905.9,898.3,920.7,940.7,935.7,943.5,959.3,950.8,974.7,980.6,1000.7,989.4,1001.7,1010.3,1002.1,985.2,995.8,1020.0,1026.8,1042.0,1044.4,1066.4,1089.7,1110.7,1116.0,1141.7,1149.6,1134.1,1135.1,1185.4,1173.7,1177.3,1187.9,1189.4,1189.0,1187.7,1202.0,1241.7,1265.4,1289.0,1313.4,1349.1,1372.4,1429.8,1424.2,1440.2,1451.4,1477.2,1485.0,1489.7,1491.0,1494.7,1490.0,1493.5,1473.9,1466.9,1450.2,1456.5,1457.2,1436.1,1432.8,1432.4,1422.6,1429.3,1438.0,1409.3,1420.1,1431.6,1424.5,1406.4,1415.8,1442.4,1451.6,1453.5,1459.9,1476.1,1466.2,1489.5,1503.4,1506.5,1491.4,1483.9,1484.4,1497.3,1512.0,1515.4,1512.1,1513.9,1554.1,1566.4,1580.6,1566.9,1583.0,1585.1,1595.4,1620.2,1625.9,1601.9,1601.8,1622.8,1627.9,1621.6,1639.9,1638.2,1648.9,1659.3,1685.8,1701.9,1719.1,1747.3,1718.0,1738.1,1777.1,1791.8,1826.0,1848.0,1891.0,1935.4,1941.8,1958.0,1997.8,2043.4,2031.5,2044.3,2062.9,2067.7,2092.8,2078.6,2086.1,2087.5,2126.8,2117.2,2151.8,2169.8,2181.5,2215.8,2221.2,2219.9,2240.2,2251.2,2259.2,2250.8,2242.3,2259.7,2256.8,2268.4,2263.5,2237.8,2240.3,2245.1,2250.0,2222.1,2235.1,2272.7,2252.2,2256.8,2268.6,2262.4,2242.1,2246.8,2282.8,2285.2,2301.9,2301.3,2325.3,2329.0,2332.5,2319.0,2366.0,2387.6,2409.4,2418.1,2431.7,2460.3,2496.7,2476.2,2506.4,2501.2,2509.0,2546.3,2596.4,2594.6,2632.4,2671.3,2696.9,2717.8,2737.1,2728.3,2771.2,2771.2,2786.3,2793.9,2809.9,2820.7,2808.2,2814.1,2818.9,2841.0,2830.7,2853.5,2864.1,2870.4,2889.1,2882.7,2907.0,2928.0,2939.8,2952.0,2975.0,3016.2,3035.9,3040.5,3096.0,3113.0,3106.8,3084.3,3106.2,3103.5,3071.5,3012.2,3009.0,2990.0,2978.3,2963.7,2949.4,2940.9,2912.3,2880.6,2866.2,2852.0,2831.5,2827.2,2834.7,2849.5,2845.0,2855.7,2879.9,2888.3,2890.2,2903.2,2896.3,2899.9,2901.2,2896.6,2895.2,2900.0,2920.6
