Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,83.089996,83.449997,82.669998,83.019997,67.612732,3043700
2010-01-05,82.800003,83.230003,81.699997,82.500000,67.189262,2847000
2010-01-06,83.879997,84.599998,83.510002,83.669998,68.142090,5268500
2010-01-07,83.320000,83.760002,82.120003,83.730003,68.190948,4470100
2010-01-08,83.690002,84.320000,83.300003,84.320000,68.671471,3405800
2010-01-11,84.379997,84.599998,83.410004,83.980003,68.394547,2927100
2010-01-12,83.580002,84.180000,83.300003,84.050003,68.451569,3031800
2010-01-13,84.110001,84.110001,83.199997,83.779999,68.231682,3102000
2010-01-14,83.739998,83.930000,83.419998,83.500000,68.003616,2634100
2010-01-15,83.519997,84.089996,82.870003,83.370003,67.897781,3955000
2010-01-19,83.820000,85.169998,83.500000,85.120003,69.322975,4500400
2010-01-20,84.830002,85.129997,83.589996,84.720001,68.997231,3671200
2010-01-21,84.599998,84.599998,82.570000,82.699997,67.352119,4783200
2010-01-22,82.400002,82.830002,81.300003,81.480003,66.358543,4809000
2010-01-25,82.330002,82.889999,81.480003,81.830002,66.643555,3386600
2010-01-26,81.459999,82.730003,81.040001,81.629997,66.480690,3138000
2010-01-27,81.330002,82.839996,81.010002,82.300003,67.026344,5066900
2010-01-28,82.620003,82.639999,79.110001,80.750000,65.764015,6820700
2010-01-29,81.349998,81.879997,80.180000,80.489998,65.552261,4347000
2010-02-01,80.839996,80.889999,79.940002,80.440002,65.511543,3632700
2010-02-02,80.699997,80.940002,79.699997,80.430000,65.503387,4690000
2010-02-03,79.830002,81.680000,79.830002,81.500000,66.374817,3401300
2010-02-04,81.129997,81.129997,78.830002,79.209999,64.509804,5312600
2010-02-05,79.160004,79.500000,77.260002,78.540001,63.964165,5408000
2010-02-08,78.480003,78.480003,77.250000,77.529999,63.141575,4407300
2010-02-09,78.279999,79.410004,77.900002,78.720001,64.110748,4252500
2010-02-10,78.800003,79.290001,78.000000,78.620003,64.029305,2445200
2010-02-11,79.220001,80.389999,78.839996,80.269997,65.373070,5524500
2010-02-12,79.139999,79.230003,78.070000,79.180000,64.485374,5443000
2010-02-16,80.080002,80.639999,79.339996,80.470001,65.535965,3619100
2010-02-17,80.419998,80.690002,79.739998,80.139999,65.695824,3095200
2010-02-18,80.059998,81.180000,80.059998,81.110001,66.490974,2702400
2010-02-19,81.139999,81.739998,80.610001,81.519997,66.827087,3217900
2010-02-22,81.709999,81.760002,80.550003,80.680000,66.138504,3025400
2010-02-23,80.410004,81.089996,79.669998,79.709999,65.343323,3981900
2010-02-24,80.000000,80.599998,79.500000,80.070000,65.638428,3530700
2010-02-25,79.160004,79.769997,78.639999,79.739998,65.367905,4106300
2010-02-26,79.739998,80.330002,79.099998,80.150002,65.704002,3224400
2010-03-01,80.570000,80.949997,80.349998,80.580002,66.056519,2545100
2010-03-02,80.739998,81.379997,80.580002,81.129997,66.507385,3365600
2010-03-03,81.160004,81.680000,80.860001,81.000000,66.400810,2852300
2010-03-04,81.209999,81.360001,80.570000,81.019997,66.417198,2620300
2010-03-05,81.349998,82.500000,81.230003,82.440002,67.581261,3142600
2010-03-08,82.419998,82.529999,81.230003,81.309998,66.654938,3627900
2010-03-09,81.150002,82.129997,80.739998,81.989998,67.212387,4249800
2010-03-10,81.919998,82.059998,81.250000,81.559998,66.859879,3584600
2010-03-11,81.260002,81.540001,80.510002,81.260002,66.613953,4048100
2010-03-12,81.570000,81.669998,80.919998,81.379997,66.712296,2945900
2010-03-15,81.160004,81.660004,80.779999,81.260002,66.613953,2622300
2010-03-16,81.260002,81.660004,80.529999,81.660004,66.941864,4242200
2010-03-17,81.930000,82.410004,81.650002,82.180000,67.368141,3989700
2010-03-18,82.300003,83.750000,82.000000,83.669998,68.589584,4939500
2010-03-19,81.959999,84.000000,81.510002,81.959999,67.187805,6876200
2010-03-22,81.500000,82.199997,81.500000,81.839996,67.089432,3256700
2010-03-23,82.099998,82.410004,81.160004,82.349998,67.507500,4153100
2010-03-24,81.860001,82.300003,81.430000,81.610001,66.900864,3102500
2010-03-25,82.010002,82.250000,80.839996,80.930000,66.343414,4942500
2010-03-26,81.099998,81.360001,80.750000,81.000000,66.400810,3815300
2010-03-29,81.239998,81.690002,81.029999,81.360001,66.695923,3102600
2010-03-30,82.360001,84.500000,82.239998,84.279999,69.089630,8704600
2010-03-31,84.050003,84.459999,83.349998,83.570000,68.507622,4336700
2010-04-01,83.870003,84.230003,83.400002,83.849998,68.737129,2965800
